Name,Address,City,State,Zip Code,County,Minority Group(s),Contact Name,Contact Phone Number,Contact Fax,Certification Number,Certification Date,Contact Email Address,Website,NAICS Codes(s),Products / Services,Geocoded Location
"THE NAKAMOTO GROUP, INC",3347 ECLIPSE DRIVE,JEFFERSON,MD,21755,FREDERICK,NR (SBE ONLY),JENNI NAKAMOTO,2406746077,2402354410,14-452,08/11/2014 12:00:00 AM,JENNI@NAKAMOTOGROUP.COM,http://WWW.NAKAMOTOGROUP.COM,"541690-SBE-ONLY, 561920-SBE-ONLY",OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES SPECIFICALLY TECHNICAL ASSISTANCE AND INSPECTIONS FOR JAILS AND PRISONS CONVENTION AND TRADE SHOW ORGANIZERS,"3347 ECLIPSE DRIVE
JEFFERSON, MD 21755
(39.312144, -77.55373)"
"SAMMS ENGINEERING, LLC",2615 TOBY LANE,ELLICOTT CITY,MD,21042,HOWARD,ASIAN AMERICAN SUB-CONTINENT,MUHAMMAD SHAHID QURESHI,4437459388,4107507346,10-222,04/15/2010 12:00:00 AM,SHAHIDQ@SAMMSENG.COM,http://WWW.SAMMSENG.COM,"237310-MBE/DBE/SBE, 237990-MBE/DBE/SBE, 541330-MBE/DBE/SBE, 541512-MBE/DBE/SBE, 541712-MBE/DBE/SBE",HIGHWAY STREET AND BRIDGE CONSTRUCTION SPECIFICALLY ENGINEERING AND CONSTRUCTION MANAGEMENT RELATIVE TO HIGHWAYS ELEVATED STREETS ROADS AIRPORT RUNWAYS PUBLIC SIDEWALKS AND BRIDGES OTHER HEAVY AND CIVIL ENGINEERING CONSTRUCTION SPECIFICALLY CONSTRUCTION MANAGEMENT BULKHEAD WALL OR EMBANKMENT DAMS DIKE AND OTHER FLOOD CONTROL STRUCTURE CONSTRUCTION MARINE STRUCTURES OUTDOOR RECREATIONAL FACILITIES DRAINAGE CANAL AND DITCH CONSTRUCTION EARTH RETENTION SYSTEM PARK AND RECREATION IMPROVEMENT AND MONORAIL CONSTRUCTION ENGINEERING SERVICES SPECIFICALLY THE PREPARATION OF FEASIBILITY STUDIES THE PROVISION OF ADVICE AND TECHNICAL SERVICE DURING CONSTRUCTION AND INSTALLATION THE PREPARATIONOF PRELIMINARY AND FINAL PLANS AND DESIGNS AND THE INSPECTION OF ENGINEERING PROJECTS CIVIL ENGINEERING SERVICES CONSTRUCTION ENGINEERING ENGINEERING DESIGN EROSION CONTROL ENGINEERING SERVICES ENVIRONMENTAL ENGINEERING SERVICES AND TRAFFIC ENGINEERING SERVICES TRANSPORTATION MANAGEMENT CONSULTING COMPUTER SYSTEMS DESIGN SERVICES SPECIFICALLY COMPUTER AIDED ENGINEERING SYSTEMS INTEGRATION DESIGN SERVICES RESEACH AND DEVELOPMENT IN THE PHYSICAL ENGINEERING AND LIFE SCIENCES EXCEPT BIOTECHNOLOGY SPECIFICALLY ENGINEERING RESEARCH AND DEVELOPMENT LABORATORIES,"2615 TOBY LANE
ELLICOTT CITY, MD 21042
(39.298064, -76.835026)"
"SYMMETRA DESIGN, LLC","727 15TH STREET NW, 5TH FLOOR",WASHINGTON,DC,20005,OTHER STATE,AFRICAN AMERICAN / FEMALE,NICOLE A. WHITE,2023706000,2023706001,05-014,01/08/2005 12:00:00 AM,INFO@SYMMETRADESIGN.COM,http://WWW.SYMMETRADESIGN.COM,"541330-MBE/DBE/SBE, 541618-MBE/DBE/SBE",ENGINEERING SERVICES SPECIFICALLY TRAFFIC ENGINEERING AND TRANSPORTATION PLANNING OTHER MANAGEMENT CONSULTING SERVICES SPECIFICALLY TRAFFIC CONSULTANTS,"727 15TH STREET NW, 5TH FLOOR
WASHINGTON, DC 20005
(38.899592, -77.033646)"
"THE WASHINGTON INFORMER NEWSPAPER CO., INC.","3117 MARTIN LUTHER KING JR. AVENUE, SE",WASHINGTON,DC,20032,OTHER STATE,AFRICAN AMERICAN / FEMALE,DENISE ROLARK BARNES,2025614100,2028886834,09-217,04/30/2009 12:00:00 AM,DRBARNES@WASHINGTONINFORMER.COM,http://WWW.WASHINGTONINFORMER.COM,511110-MBE-ONLY,NEWSPAPER PUBLISHERS SPECIFICALLY PUBLISHING OR PUBLISHING AND PRINTING EXCEPT INTERNET NEWSPAPER PUBLISHING,"3117 MARTIN LUTHER KING JR. AVENUE, SE
WASHINGTON, DC 20032
(38.843205, -76.999775)"
THE MODERN MUSE,9514 CLEMENT ROAD,SILVER SPRING,MD,20910,PRINCE GEORGE'S,FEMALE,ELIZABETH GALLAURESI,3014395100,3013456029,11-003,01/05/2011 12:00:00 AM,EGALLAURESI@THEMODERNMUSE.COM,http://WWW.THEMODERNMUSE.COM,711320-MBE/DBE/SBE,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITHOUT FACILITIES,"9514 CLEMENT ROAD
SILVER SPRING, MD 20910
(39.009215, -77.027925)"
"THE BIRCHMERE GROUP, LLC",1501 RUTLAND WAY,HANOVER,MD,21076,ANNE ARUNDEL,AFRICAN AMERICAN,"STEWART V. REDFIELD, JR.",8002459916,4103790288,11-432,08/02/2011 12:00:00 AM,SVREDFIELD@BIRCHMEREGROUP.COM,http://WWW.BIRCHMEREGROUP.COM,"541511-MBE/DBE/SBE, 541512-MBE/DBE/SBE, 541513-MBE/DBE/SBE, 541519-MBE/DBE/SBE",CUSTOM COMPUTER PROGRAMMING SERVICES SPECIFICALLY COMPUTER SOFTWARE PROGRAMMING COMPUTER SYSTEMS DESIGN SERVICES SPECIFICALLY COMPUTER HARDWARE AND SOFTWARE CONSULTING COMPUTER SYSTEMS INTEGRATION ANALYSIS DESIGN AND CONSULTING COMPUTER FACILITIES MANAGEMENT SERVICES SPECIFICALLY COMPUTER SYSTEMS FACILITIES MANAGEMENT AND OPERATION SERVICES COMPUTER SYSTEMS OR DATA PROCESSING OTHER COMPUTER RELATED SERVICES SPECIFICALLY COMPUTER DISASTER RECOVERY AND SOFTWARE INSTALLATION SERVICES,"1501 RUTLAND WAY
HANOVER, MD 21076
(39.160939, -76.733133)"
"SOPHIA GROUP, LLC",12510 CYNTHIA COURT,UPPER MARLBORO,MD,20774,PRINCE GEORGE'S,AFRICAN AMERICAN / FEMALE,JANICE G. WELLINGTON,2027311863,3013902871,10-758,12/01/2010 12:00:00 AM,JWELLINGTON01@COMCAST.NET,http://WWW.SOPHIAGROUPLLC.COM,"531390-MBE/DBE/SBE, 541191-MBE/DBE/SBE, 541199-MBE/DBE/SBE, 541611-MBE/DBE/SBE, 541613-MBE/DBE/SBE, 541910-MBE/DBE/SBE, 561110-MBE/DBE/SBE, 561320-MBE/DBE/SBE, 561410-MBE/DBE/SBE",OTHER ACTIVITIES RELATED TO REAL ESTATE SPECIFICALLY REAL ESTATE CONSULTING SERVICES ESCROW CONSULTING SERVICES TITLE ABSTRACT AND SETTLEMENT OFFICES SPECIFICALLY REAL ESTATE TITLE SEARCH AND SETTLEMENT SERVICES TITLE ABSTRACT SERVICES ALL OTHER LEGAL SERVICES SPECIFICALLY NOTARY PUBLIC SERVICES ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES SPECIFICALLY OPERATING ADVICE AND ASSISTANCE TO BUSINESSES AND OTHER ORGANIZATIONS ON ADMINISTATIVE MANAGEMENT ISSUES ADMINISTRATIVE AND BUSINESS CONSULTING SERVICES AND GENERAL MANAGEMENT CONSULTING SERVICES MARKETING CONSULTING SERVICES SPECIFICALLY CUSTOMER SERVICE MANAGEMENT CONSULTING SERVICES MARKETING RESEARCH AND PUBLIC OPINION POLLING SPECIFICALLY GATHERING RECORDING TABULATING AND PRESENTING PUBLIC OPINION DATA PUBLIC OPINION POLLING AND RESEARCH OFFICE ADMINISTRATIVE SERVICES SPECIFICALLY OFFICE ADMINISTRATION AND MANAGEMENT SERVICES AND BUSINESS MANAGEMENT SERVICES TEMPORARY HELP SERVICES SPECIFICALLY OFFICE HELP SUPPLY SERVICES TEMPORARY HELP SERVICES TEMPORARY STAFFING SERVICES DOCUMENT PREPARATION SERVICES SPECIFICALLY EDITING SERVICES LETTER WRITING SERVICES PROOFREADING SERVICES,"12510 CYNTHIA COURT
UPPER MARLBORO, MD 20774
(38.894547, -76.788418)"
"SUPRA OFFICE SOLUTIONS, INC.","5070 PARKSIDE AVENUE, SUITE 3200 B",PHILADELLPHIA,PA,19131,MONTGOMERY,AFRICAN AMERICAN,MARLIN LIN THOMAS,2672758888,2672758883,12-631,11/30/2012 12:00:00 AM,EXECS@SUPRAOS.COM,http://WWW.SUPRAOS.COM,"423210-MBE/DBE/SBE, 423420-MBE/DBE/SBE, 423430-MBE/DBE/SBE, 423450-MBE/DBE/SBE, 423490-MBE/DBE/SBE, 423990-MBE/DBE/SBE, 424110-MBE/DBE/SBE, 424120-MBE/DBE/SBE, 424690-MBE/DBE/SBE, 424950-MBE/DBE/SBE",FURNITURE MERCHANT WHOLESALERS OFFICE EQUIPMENT MERCHANT WHOLESALERS COMPUTER AND COMPUTER PERIPHERAL EQUIPMENT AND SOFTWARE MERCHANT WHOLESALERS MEDICAL DENTAL AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS SPECIFICALLY APPLIANCE SURGICAL OTHER PROFESSIONAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS SPECIFICALLY ANALTICAL INSTRUMENTS E G CHROMATOGRAPHIC PHOTOMETERS SPECTROGRAPHS OTHER MISCELLANEOUS DURABLE GOODS MERCHANT WHOLESALERS PRINTING AND WRITING PAPER MERCHANT WHOLESALERS STATIONERY AND OFFICE SUPPLIES MERCHANT WHOLESALERS OTHER CHEMICAL AND ALLIED PRODUCTS MERCHANT WHOLESALERS SPECIFICALLY ACID PAINT VARNISH AND SUPPLIES MERCHANT WHOLESALERS SPECIFICALLY CALCIMINES,"5070 PARKSIDE AVENUE, SUITE 3200 B
PHILADELLPHIA, PA 19131
(39.980455, -75.220679)"
"THOMAS CONSTRUCTION, LLC",1212 WEST INDUSTRIAL BOULEVARD,CUMBERLAND,MD,21502,ALLEGANY,FEMALE,DONNA E. THOMAS,3017221212,3017225756,05-008,01/08/2005 12:00:00 AM,DTHOMASCONSTRUCTION@VERIZON.NET,,"237110-MBE/DBE/SBE, 237310-MBE/DBE/SBE, 238110-MBE/DBE/SBE, 238990-MBE/DBE/SBE, 423990-MBE/DBE/SBE, 425120-MBE/DBE/SBE, 484110-MBE/DBE/SBE, 488490-MBE/DBE/SBE, 561730-MBE/DBE/SBE",WATER AND SEWER LINE AND RELATED STRUCTURES CONSTRUCTION HIGHWAY STREET AND BRIDGE CONSTRUCTION ALL OTHER SPECIALTY TRADE CONTRACTORS SPECIFICALLY NEW WORK ADDITIONS ALTERATIONS MAINTENANCE AND REPAIRS OTHER MISCELLANEOUS DURABLE GOODS MERCHANT WHOLESALERS SPECIFICALLY WORK ZONE MATERIALS HIGHWAY PAVEMENT MARKINGS WATERBORNE PAINT TEMPORARY TAPE THERMOPLASTIC THIN LINE THERMOPLASTIC INLAID TAPE CRASH CUSHIONS TRAFFIC CONES DRUMS AND OTHER MAINTENANCE ITEMS WHOLESALE TRADE AGENTS AND BROKERS SPECIFICALLY CONSTRUCTION MATERIALS E G PIPE REBAR STONE BRICK CONCRETE SEALERS CONCRETE DYES ADA MATS ARROW BOARD LANDSCAPING SERVICES SPECIFICALLY LAWN AND GARDEN SERVICES SPECIFICALLY PLANTING AND MULCHING SERVICES POURED CONCRETE FOUNDATION AND STRUCTURE CONTRACTORS SPECIFICALLY CONCRETE WORK SPECIFICALLY CURBS GUTTERS SIDEWALKS DRIVEWAYS APRONS PADS STAMPED AND OTHER DECORATIVE CONCRETE WORK AND LIGHTPOLE BASE GENERAL FREIGHT TRUCKING LOCAL SPECIFICALLY LOCAL TRUCKING WITHOUT STORAGE SPECIFICALLY HAULING OF SAND STONE GRAVEL SANITARY SERVICES NEC OTHER SUPPORT ACTIVITIES FOR ROAD TRANSPORTATION SPECIFICALLY SNOW PLOWING,"1212 WEST INDUSTRIAL BOULEVARD
CUMBERLAND, MD 21502
(39.629825, -78.746225)"
"SAMKEL, LLC",6509 WHITE OAK AVENUE,TEMPLE HILLS,MD,20748,PRINCE GEORGE'S,AFRICAN AMERICAN,AMAEZE IHEDIWA,2402052522,,11-629,10/28/2011 12:00:00 AM,SAMKELLLC10@GMAIL.COM,,"561720-MBE/DBE/SBE, 561730-MBE/DBE/SBE",JANITORIAL SERVICES LANDSCAPING SERVICES SPECIFICALLY LAWN MOWING SERVICES,"6509 WHITE OAK AVENUE
TEMPLE HILLS, MD 20748
(38.79981, -76.915268)"
"TRANSPRO ENTERPRISE, INC.",5627 JAMESTOWN ROAD,HYATTSVILLE,MD,20782,PRINCE GEORGE'S,HISPANIC AMERICAN,GABRIEL JARRIN,2404721303,3018532985,09-023,01/21/2009 12:00:00 AM,INFO@LEGERACCOUNTING.COM,,"484220-MBE/DBE/SBE, 488490-MBE/DBE/SBE",SPECIALIZED FREIGHT EXCEPT USED GOODS TRUCKING LOCAL SPECIFICALLY HAUL AGGREGATES SUCH AS SAND SALT DIRT GRAVEL ROCK STONE CONCRETE CONSTRUCTION DEBRIS AND BLACKTOP OTHER SUPPORT ACTIVITIES FOR ROAD TRANSPORTATION SPECIFICALLY HIGHWAY SNOW REMOVAL AND SALT TREATMENT,"5627 JAMESTOWN ROAD
HYATTSVILLE, MD 20782
(38.958151, -76.961574)"
"RMR TECHNOLOGY GROUP, LLC",7247 ARCHLAW DRIVE,CLIFTON,VA,20124,OTHER STATE,AFRICAN AMERICAN / FEMALE,TERRIE J. ROLLINS,7033226900,,16-373,07/20/2016 12:00:00 AM,TROLLINS@RMRTECHNOLOGYGROUP.COM,http://WWW.RMRTECHNOLOGYGROUP.COM,"541512-DBE/SBE-ONLY, 541513-DBE/SBE-ONLY, 541519-DBE/SBE-ONLY, 541611-DBE/SBE-ONLY, 541612-DBE/SBE-ONLY, 541618-DBE/SBE-ONLY, 561110-DBE/SBE-ONLY, 611430-DBE/SBE-ONLY",COMPUTER SYSTEMS DESIGN SERVICES COMPUTER FACILITIES MANAGEMENT SERVICES OTHER COMPUTER RELATED SERVICES SPECIFICALLY SOFTWARE INSTALLATION SERVICES ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES HUMAN RESOURCES CONSULTING SERVICES OTHER MANAGEMENT CONSULTING SERVICES SPECIFICALLY PROGRAM MANAGEMENT AND TRANSPORTATION INFRASTRUCTURE MANAGEMENT OFFICE ADMINISTRATIVE SERVICES PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,"7247 ARCHLAW DRIVE
CLIFTON, VA 20124
(38.773053, -77.371922)"
"SB ENTERPRISES, LLC",1272 INDIAN LANDING ROAD,MILLERSVILLE,MD,21108,ANNE ARUNDEL,ASIAN AMERICAN PACIFIC / FEMALE,SUSAN T. SHEEHAN,4436186964,,16-334,06/29/2016 12:00:00 AM,SBENTERPRISES.SUSAN@GMAIL.COM,http://WWW.SBGPR.COM,"541360-MBE/DBE/SBE/ACDBE, 541370-MBE/DBE/SBE/ACDBE",GEOPHYSICAL SURVEYING AND MAPPING SERVICES SPECIFICALLY GEOPHYSICAL SURVEYING AND MAPPING SERVICES USING GROUND PENETRATING RADR GPR SURVEYING AND MAPPING EXCEPT GEOPHYSICAL SERVICES SPECIFICALLY TOPOGRAPHIC AND LAND MAPPING SERVICES USING GROUND PENETRATING RADAR GPR,"1272 INDIAN LANDING ROAD
MILLERSVILLE, MD 21108
(39.060534, -76.626345)"
"SUBSURFACE TECHNOLOGIES, INC.",1301 AVONDALE ROAD,NEW WINDSOR,MD,21776,CARROLL,FEMALE,STEPHANIE J. RUNFOLA,4108486219,4108486564,98-349,11/16/1998 12:00:00 AM,SRUNFOLA@SUBTECH98.C0M,,"238220-MBE/DBE/SBE, 238990-MBE/DBE/SBE, 423120-MBE/DBE/SBE, 424720-MBE/DBE/SBE, 541512-MBE/DBE/SBE, 561210-MBE/DBE/SBE",PLUMBING HEATING AND AIR CONDITIONING CONTRACTORS ALL OTHER SPECIALTY TRADE CONTRACTORS SPECIFICALLY ABOVEGROUND AND UNDERGROUND TANK REMOVAL AND INSTALLATION GASOLINE PUMP INSTALLATION ASBESTOS LEAD INSPECTIONS WATER SOIL TESTING MOTOR VEHICLE SUPPLIES AND NEW PARTS MERCHANT WHOLESALERS SPECIFICALLY MOTOR VEHICLE SUPPLIES AND NEW PARTS SPECIFICALLY GASOLINE SERVICE STATION EQUIPMENT SUPPLIES PETROLEUM AND PETROLEUM PRODUCTS MERCHANT WHOLESALERS EXCEPT BULK STATIONS AND TERMINALS SPECIFICALLY GASOLINE BROKER COMPUTER SYSTEMS DESIGN SERVICES SPECIFICALLY COMPUTER AIDED DESIGN SYSTEM SERVICES FACILITIES SUPPORT SERVICES,"1301 AVONDALE ROAD
NEW WINDSOR, MD 21776
(39.553231, -77.043117)"
"TRADEWINDS INTERNATIONAL HOLDINGS, LTD","16000 TRADE ZONE AVENUE, UNIT 105",UPPER MARLBORO,MD,20774,PRINCE GEORGE'S,AFRICAN AMERICAN,"SHERMAN L. RAGLAND, II",3012184333,3012184337,14-076,02/20/2014 12:00:00 AM,SHERMAN.RAGLAND@GMAIL.COM,http://WWW.WEGETTHINGSDONE.COM,"488119-MBE/DBE/SBE, 488190-MBE/DBE/SBE, 541611-MBE/DBE/SBE, 561210-MBE/DBE/SBE",OTHER AIRPORT OPERATIONS SPECIFICALLY AIRPORT BAGGAGE HANDLING SERVICES OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION SPECIFICALLY FUELING AIRCRAFT ON A CONTRACT OR FEE BASIS ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES SPECIFICALLY FINANCIAL MANAGEMENT CONSULTING EXCEPT INVESTMENT ADVICE SERVICES FACILITIES SUPPORT SERVICES SPECIFICALLY JANITORIAL MAINTENANCE TRASH DISPOSAL AND RELATED SERVICES,"16000 TRADE ZONE AVENUE, UNIT 105
UPPER MARLBORO, MD 20774
(38.880502, -76.725761)"
"TITAN POWER, LLC",500 BARRYMORE DRIVE,OXON HILL,MD,20745,PRINCE GEORGE'S,AFRICAN AMERICAN / FEMALE,ANGEL MARIA SAVOY,2405514978,,15-620,12/18/2015 12:00:00 AM,ANGEL@TITANPOWERLLC.COM,http://WWW.TITANPOWERLLC.COM,"238210-MBE/DBE/SBE, 541620-MBE/DBE/SBE, 541690-MBE/DBE/SBE",ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS SPECIFICALLY LOW VOLTAGE AND ON SITE ELECTRIC POWER GENERATION ENVIRONMENTAL CONSULTING SERVICES OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES SPECIFICALLY ENERGY CONSULTING SERVICES,"500 BARRYMORE DRIVE
OXON HILL, MD 20745
(38.780336, -77.000985)"
"THE SANDY BOTTOM ENTERPRISES, LLC",707 YORK ROAD #2121,TOWSON,MD,21204,ANNE ARUNDEL,FEMALE,SANDRA LEE MAZZA,4102991721,,15-192,04/22/2015 12:00:00 AM,SANDY@SANDYBOTTOMCOCKTAILS.COM,http://WWW.SANDYBOTTOMDRINK.COM,424820-MBE/DBE/SBE/ACDBE,WINE AND DISTILLED ALCOHOLIC BEVERAGE MERCHANT WHOLESALERS SPECIFICALLY COCKTAILS ALCOHOLIC PREMIXED MERCHANT WHOLESALERS,"707 YORK ROAD #2121
TOWSON, MD 21204
(39.404302, -76.604626)"
SERRANO CONTRACTORS LLC,4206 ISBELL STREET,SILVER SPRING,MD,20906,MONTGOMERY,HISPANIC AMERICAN,PEDRO SERRANO RIVAS,2403937506,,16-038,01/28/2016 12:00:00 AM,SERRANOCONTRACTORS@GMAIL.COM,http://SERRANOCONTRACTORS.WEEBLY.COM,"236118-MBE/DBE/SBE, 238160-MBE/DBE/SBE, 238170-MBE/DBE/SBE, 238310-MBE/DBE/SBE, 238320-MBE/DBE/SBE, 561790-MBE/DBE/SBE",RESIDENTIAL REMODELERS ROOFING CONTRACTORS SPECIFICALLY ASPHALT ROOF SHINGLE INSTALLATION SKYLIGHT INSTALLATION ROLL ROOFING INSTALLATION SIDING CONTRACTORS DRYWALL AND INSULATION CONTRACTORS PAINTING AND WALL COVERING CONTRACTORS OTHER SERVICES TO BUILDINGS AND DWELLINGS SPECIFICALLY PRESSURE WASHING E G BUILDINGS DECKS FENCES,"4206 ISBELL STREET
SILVER SPRING, MD 20906
(39.064674, -77.083957)"
"THE GOODE COMPANIES, INC.","8201 CORPORATE DRIVE, SUITE 770",LANDOVER,MD,20785,PRINCE GEORGE'S,AFRICAN AMERICAN,WILLIE K. GOODE,3014295180,3014295187,,04/08/1998 12:00:00 AM,AMGOODE@GOODETRASH.COM,http://WWW.GOODETRASH.COM,.,DEBRIS REMOVAL GARBAGE REFUSE LOCAL COLLECTING AND TRANSPORTING,"8201 CORPORATE DRIVE, SUITE 770
LANDOVER, MD 20785
(38.946795, -76.865161)"
SUNLIGHT ELECTRIC CORPORATION,17107 BROOKMEADOW LANE,UPPER MARLBORO,MD,20772,PRINCE GEORGE'S,AFRICAN AMERICAN,CHARLES D. MCCOLLUM,3016270425,3016271594,10-234,04/19/2010 12:00:00 AM,SUNLIGHTELECT3@VERIZON.NET,,238210-MBE/DBE/SBE,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,"17107 BROOKMEADOW LANE
UPPER MARLBORO, MD 20772
(38.839135, -76.708544)"
"RWB, LLC","8 MARKET PLACE, SUITE 300",BALTIMORE,MD,21201,BALTIMORE,AFRICAN AMERICAN / FEMALE,PATIENCE BROWN,4105857618,4438170763,15-644,12/22/2015 12:00:00 AM,,http://WWW.BLACKSTONECONSTR.COM,"236210-MBE/DBE/SBE, 236220-MBE/DBE/SBE, 238130-MBE/DBE/SBE, 238140-MBE/DBE/SBE, 238160-MBE/DBE/SBE, 238210-MBE/DBE/SBE, 238310-MBE/DBE/SBE, 238320-MBE/DBE/SBE, 238330-MBE/DBE/SBE, 238350-MBE/DBE/SBE, 541410-MBE/DBE/SBE",INDUSTRIAL BUILDING CONSTRUCTION SPECIFIALLY RENOVATIONS AND ALTERATIONS COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION SPECIFICALLY RENOVATIONS ALTERATIONS AND HANDYMAN CONSTRUCTION SERVICES FRAMING CONTRACTORS MASONRY CONTRACTORS SPECIFICALLY MAINTENANCE AND REPAIRS ROOFING CONTRACTORS SPECIFICALLY REPAIR ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS LIMITED TO LOW VOLTAGE NO LICENSE DRYWALL AND INSULATION CONTRACTORS PAINTING AND WALL COVERING CONTRACTORS FLOORING CONTRACTORS FINISH CARPENTRY CONTRACTORS INTERIOR DESIGN SERVICES SPECIFICALLY PLANNING AND DESIGN,"8 MARKET PLACE, SUITE 300
BALTIMORE, MD 21201
(39.288504, -76.606939)"
"TILMON PROPERTIES, LLC","8701 GEORGIA AVENUE, SUITE 611",SILVER SPRING,MD,20910,PRINCE GEORGE'S,AFRICAN AMERICAN / FEMALE,TRACI MILLER,3013240912,3013240915,09-167,03/30/2009 12:00:00 AM,TMILLER@TILMONPROPERTIES.COM,http://WWW.TILMONPROPERTIES.COM,"531311-MBE/DBE/SBE, 531312-MBE/DBE/SBE",RESIDENTIAL PROPERTY MANAGERS NONRESIDENTIAL PROPERTY MANAGERS,"8701 GEORGIA AVENUE, SUITE 611
SILVER SPRING, MD 20910
(38.997783, -77.029915)"
"TONAL VISION, LLC",1607 LANCASTER STREET,BALTIMORE,MD,21231,BALTIMORE CITY,FEMALE,JACQUELINE GREFF,4106750591,4435523963,11-166,03/24/2011 12:00:00 AM,JACQUIE@TONALVISION.COM,http://WWW.TONALVISION.COM,"512110-MBE/DBE/SBE, 512191-MBE/DBE/SBE, 512240-MBE/DBE/SBE, 512290-MBE/DBE/SBE, 711510-MBE/DBE/SBE",MOTION PICTURE AND VIDEO PRODUCTION SPECIFICALLY COMMERCIALS TELEVISION PRODUCTION FILMS MOTION PICTURE PRODUCTION INSTRUCTIONAL VIDEO PRODUCTION AND DISTRIBUTION MUSIC VIDEO PRODUCTION AND DISTRIBUTION TELEPRODUCTION AND OTHER POSTPRODUCTION SERVICES SPECIFICALLY VIDEO EDITING SERVICES VIDEO POSTPRODUCTIN SERVICES SOUND RECORDING STUDIOS SPECIFICALLY RECORDING STUDIO SERVICES OTHER SOUND RECORDING INDUSTRIES SPECIFICALLY SOUND RECORDING FOR VIDEO AND FILM PRODUCTIONS INDEPENDENT ARTISTS WRITERS AND PERFORMERS SPECIFICALLY PHOTOGRAPHERS INDEPENDENT CAMERAMAN AND CINEMATOGRAPHERS,"1607 LANCASTER STREET
BALTIMORE, MD 21231
(39.282517, -76.594687)"
"REDHEAD LINE SERVICES, LLC",2117 FAIRLANE ROAD,BEL AIR,MD,21015,HARFORD,FEMALE,DAWN PRIDGEON,4437449160,4108031095,16-525,09/28/2016 12:00:00 AM,DAWNMCNEAL88@MSN.COM,,561730-MBE/DBE/SBE,LANDSCAPING SERVICES SPECIFICALLY MOWING SERVICES E G HIGHWAY LAWN ROAD STRIP SEASONAL PROPERTY MAINTENANCE SERVICES I E SNOW PLOWING IN WINTER LANDSCAPING DURING OTHER SEASONS SOD LAYING SERVICES,"2117 FAIRLANE ROAD
BEL AIR, MD 21015
(39.595424, -76.319028)"
"RODGERS BROS. CUSTODIAL SERVICE, INC.",1535 ANTELOPE LANE,CAPITOL HEIGHTS,MD,20743,PRINCE GEORGE'S,AFRICAN AMERICAN,"GEORGE RODGERS, SR.",3013227131,3013227675,96-320,09/04/1996 12:00:00 AM,GEORGERODGERSJR.RBS@GMAIL.COM,,"238910-MBE/DBE/SBE, 484220-MBE/DBE/SBE, 562219-MBE/DBE/SBE",SITE PREPARATION CONTRACTORS SITE PREPARATION CONTRACTORS SPECIFICALLY DEMOLITION WORK SPECIALIZED FREIGHT EXCEPT USED GOODS TRUCKING LOCAL SPECIFICALLY HAULING OF POST CONSTRUCTION DEBRIS OTHER NONHAZARDOUS WASTE TREATMENT AND DISPOSAL SPECIFICALLY RUBBISH COLLECTION AND DISPOSAL EXCAVATION WORK RECYCLING CENTER,"1535 ANTELOPE LANE
CAPITOL HEIGHTS, MD 20743
(38.91025, -76.929543)"
