idnaicsLookup	naicsCode	naicsName		#REF!	#REF!
1278	237130	Power and Communication Line and Related Structures Construction		#REF!	#REF!
1279	238990	All Other Specialty Trade Contractors		#REF!	#REF!
1280	311911	Roasted Nuts and Peanut Butter Mfg.		#REF!	#REF!
1281	311919	Other Snack Food Mfg.		#REF!	#REF!
1282	311422	Specialty Canning		#REF!	#REF!
1283	311422	Specialty Canning		#REF!	#REF!
1284	311999	All Other Misc. Food Mfg.		#REF!	#REF!
1285	311999	All Other Misc. Food Mfg.		#REF!	#REF!
1286	311920	Coffee and Tea Mfg.		#REF!	#REF!
1287	311999	All Other Misc. Food Mfg.		#REF!	#REF!
1288	311824	"Dry Pasta, Dough, and Flour Mixes Mfg. from Purchased Flour"		#REF!	#REF!
1289	311999	All Other Misc. Food Mfg.		#REF!	#REF!
1290	311412	Frozen Specialty Food Mfg.		#REF!	#REF!
1291	311999	All Other Misc. Food Mfg.		#REF!	#REF!
1292	311999	All Other Misc. Food Mfg.		#REF!	#REF!
1293	311999	All Other Misc. Food Mfg.		#REF!	#REF!
1294	311941	"Mayonnaise, Dressing, and Other Prepared Sauce Mfg."		#REF!	#REF!
1295	311911	Roasted Nuts and Peanut Butter Mfg.		#REF!	#REF!
1296	311991	Perishable Prepared Food Mfg.		#REF!	#REF!
1297	311942	Spice and Extract Mfg.		#REF!	#REF!
1298	311830	Tortilla Mfg.		#REF!	#REF!
1299	311999	All Other Misc. Food Mfg.		#REF!	#REF!
1300	237990	Other Heavy and Civil Engineering Construction		#REF!	#REF!
1301	237990	Other Heavy and Civil Engineering Construction		#REF!	#REF!
1302	237990	Other Heavy and Civil Engineering Construction		#REF!	#REF!
1303	336612	Boat Building		#REF!	#REF!
1304	336612	Boat Building		#REF!	#REF!
1305	336612	Boat Building		#REF!	#REF!
1306	336612	Boat Building		#REF!	#REF!
1307	713930	Marinas		#REF!	#REF!
1308	336612	Boat Building		#REF!	#REF!
1309	713930	Marinas		#REF!	#REF!
1310	713930	Marinas		#REF!	#REF!
1311	336611	Ship Building and Repairing		#REF!	#REF!
1312	336611	Ship Building and Repairing		#REF!	#REF!
1313	336611	Ship Building and Repairing		#REF!	#REF!
1314	483211	Inland Water Freight Transportation		#REF!	#REF!
1315	488390	Other Support Activities for Water Transportation		#REF!	#REF!
1316	336611	Ship Building and Repairing		#REF!	#REF!
1317	238320	Painting and Wall Covering Contractors		#REF!	#REF!
1318	488390	Other Support Activities for Water Transportation		#REF!	#REF!
1319	483211	Inland Water Freight Transportation		#REF!	#REF!
1320	488390	Other Support Activities for Water Transportation		#REF!	#REF!
1321	336611	Ship Building and Repairing		#REF!	#REF!
1322	238320	Painting and Wall Covering Contractors		#REF!	#REF!
1323	488390	Other Support Activities for Water Transportation		#REF!	#REF!
1324	483113	Coastal and Great Lakes Freight Transportation		#REF!	#REF!
1325	483114	Coastal and Great Lakes Passenger Transportation		#REF!	#REF!
1326	483111	Deep Sea Freight Transportation		#REF!	#REF!
1327	483112	Deep Sea Passenger Transportation		#REF!	#REF!
1328	114111	Finfish Fishing		#REF!	#REF!
1329	114119	Other Marine Fishing		#REF!	#REF!
1330	114112	Shellfish Fishing		#REF!	#REF!
1331	488390	Other Support Activities for Water Transportation		#REF!	#REF!
1332	488390	Other Support Activities for Water Transportation		#REF!	#REF!
1333	483113	Coastal and Great Lakes Freight Transportation		#REF!	#REF!
1334	483114	Coastal and Great Lakes Passenger Transportation		#REF!	#REF!
1335	483111	Deep Sea Freight Transportation		#REF!	#REF!
1336	483112	Deep Sea Passenger Transportation		#REF!	#REF!
1337	114111	Finfish Fishing		#REF!	#REF!
1338	114112	Shellfish Fishing		#REF!	#REF!
1339	488390	Other Support Activities for Water Transportation		#REF!	#REF!
1340	483212	Inland Water Passenger Transportation		#REF!	#REF!
1341	487210	"Scenic and Sightseeing Transportation, Water"		#REF!	#REF!
1342	487210	"Scenic and Sightseeing Transportation, Water"		#REF!	#REF!
1343	483211	Inland Water Freight Transportation		#REF!	#REF!
1344	483113	Coastal and Great Lakes Freight Transportation		#REF!	#REF!
1345	483114	Coastal and Great Lakes Passenger Transportation		#REF!	#REF!
1346	483111	Deep Sea Freight Transportation		#REF!	#REF!
1347	483112	Deep Sea Passenger Transportation		#REF!	#REF!
1348	114111	Finfish Fishing		#REF!	#REF!
1349	114112	Shellfish Fishing		#REF!	#REF!
1350	488390	Other Support Activities for Water Transportation		#REF!	#REF!
1351	483212	Inland Water Passenger Transportation		#REF!	#REF!
1352	487210	"Scenic and Sightseeing Transportation, Water"		#REF!	#REF!
1353	487210	"Scenic and Sightseeing Transportation, Water"		#REF!	#REF!
1354	483212	Inland Water Passenger Transportation		#REF!	#REF!
1355	487210	"Scenic and Sightseeing Transportation, Water"		#REF!	#REF!
1356	483211	Inland Water Freight Transportation		#REF!	#REF!
1357	483211	Inland Water Freight Transportation		#REF!	#REF!
1358	482112	Short Line Railroads		#REF!	#REF!
1359	482111	Line-Haul Railroads		#REF!	#REF!
1360	482111	Line-Haul Railroads		#REF!	#REF!
1361	482112	Short Line Railroads		#REF!	#REF!
1362	484230	"Specialized Freight (Except Used Goods) Trucking, Long Distance"		#REF!	#REF!
1363	484220	"Specialized Freight (Except Used Goods) Trucking, Local"		#REF!	#REF!
1364	488410	Motor Vehicle Towing		#REF!	#REF!
1365	327320	Ready-Mix Concrete Mfg.		#REF!	#REF!
1366	484220	"Specialized Freight (Except Used Goods) Trucking, Local"		#REF!	#REF!
1367	484220	"Specialized Freight (Except Used Goods) Trucking, Local"		#REF!	#REF!
1368	484220	"Specialized Freight (Except Used Goods) Trucking, Local"		#REF!	#REF!
1369	484220	"Specialized Freight (Except Used Goods) Trucking, Local"		#REF!	#REF!
1370	484110	"General Freight Trucking, Local"		#REF!	#REF!
1371	484220	"Specialized Freight (Except Used Goods) Trucking, Local"		#REF!	#REF!
1372	484220	"Specialized Freight (Except Used Goods) Trucking, Local"		#REF!	#REF!
1373	488410	Motor Vehicle Towing		#REF!	#REF!
1374	484121	"General Freight Trucking, Long-Distance, Truckload"		#REF!	#REF!
1375	484230	"Specialized Freight (Except Used Goods) Trucking, Long Distance"		#REF!	#REF!
1376	484230	"Specialized Freight (Except Used Goods) Trucking, Long-Distance"		#REF!	#REF!
1377	484230	"Specialized Freight (Except Used Goods) Trucking, Long-Distance"		#REF!	#REF!
1378	484230	"Specialized Freight (Except Used Goods) Trucking, Long Distance"		#REF!	#REF!
1379	484122	"General Freight Trucking, Long Distance, Less Than Truckload"		#REF!	#REF!
1380	492210	Local Messengers and Local Delivery		#REF!	#REF!
1381	492110	Courier and Express Delivery Services		#REF!	#REF!
1382	491110	Postal Service		#REF!	#REF!
1383	488320	Marine Cargo Handling		#REF!	#REF!
1384	488991	Packing and Crating		#REF!	#REF!
1385	488310	Port and Harbor Operations		#REF!	#REF!
1386	488310	Port and Harbor Operations		#REF!	#REF!
1387	488310	Port and Harbor Operations		#REF!	#REF!
1388	488320	Marine Cargo Handling		#REF!	#REF!
1389	488320	Marine Cargo Handling		#REF!	#REF!
1390	237990	Other Heavy and Civil Engineering Construction		#REF!	#REF!
1391	237990	Other Heavy and Civil Engineering Construction		#REF!	#REF!
1392	237990	Other Heavy and Civil Engineering Construction		#REF!	#REF!
1393	488991	Packing and Crating		#REF!	#REF!
1394	488991	Packing and Crating		#REF!	#REF!
1395	488999	All Other Support Activities for Transportation		#REF!	#REF!
1396	488991	Packing and Crating		#REF!	#REF!
1397	488999	All Other Support Activities for Transportation		#REF!	#REF!
1398	485320	Limousine Service		#REF!	#REF!
1399	485310	Taxi Service		#REF!	#REF!
1400	485999	All Other Transit and Ground Transportation		#REF!	#REF!
1401	424990	Other Misc. Nondurable Goods Merchant Wholesalers		#REF!	#REF!
1402	561990	All Other Support Services		#REF!	#REF!
1403	511110	Newspaper Publishers		#REF!	#REF!
1404	485410	School and Employee Bus Transportation		#REF!	#REF!
1405	485113	Bus and Other Motor Vehicle Transit Systems		#REF!	#REF!
1406	485510	Charter Bus Industry		#REF!	#REF!
1407	485210	Interurban and Rural Bus Transportation		#REF!	#REF!
1408	485320	Limousine Service		#REF!	#REF!
1409	485111	Mixed Mode Transit Systems		#REF!	#REF!
1410	485991	Special Needs Transportation		#REF!	#REF!
1411	485112	Commuter Rail Systems		#REF!	#REF!
1412	487110	"Scenic and Sightseeing Transportation, Land"		#REF!	#REF!
1413	485119	Other Urban Transit Systems		#REF!	#REF!
1414	424810	Beer and Ale Merchant Wholesalers		#REF!	#REF!
1415	488999	All Other Support Activities for Transportation		#REF!	#REF!
1416	561491	Repossession Services		#REF!	#REF!
1417	488330	Navigational Services to Shipping		#REF!	#REF!
1418	488999	All Other Support Activities for Transportation		#REF!	#REF!
1419	561491	Repossession Services		#REF!	#REF!
1420	488330	Navigational Services to Shipping		#REF!	#REF!
1421	488999	All Other Support Activities for Transportation		#REF!	#REF!
1422	561491	Repossession Services		#REF!	#REF!
1423	488330	Navigational Services to Shipping		#REF!	#REF!
1424	488111	Air Traffic Control		#REF!	#REF!
1425	115112	"Soil Preparation, Planting, and Cultivating"		#REF!	#REF!
1426	481111	Scheduled Passenger Air Transportation		#REF!	#REF!
1427	488190	Other Support Activities for Air Transportation		#REF!	#REF!
1428	488119	Other Airport Operations		#REF!	#REF!
1429	488119	Other Airport Operations		#REF!	#REF!
1430	611512	Flight Training		#REF!	#REF!
1431	481219	Other Nonscheduled Air Transportation		#REF!	#REF!
1432	488190	Other Support Activities for Air Transportation		#REF!	#REF!
1433	481111	Scheduled Passenger Air Transportation		#REF!	#REF!
1434	481112	Scheduled Freight Air Transportation		#REF!	#REF!
1435	115112	"Soil Preparation, Planting, and Cultivating"		#REF!	#REF!
1436	115310	Support Activities for Forestry		#REF!	#REF!
1437	713990	All Other Amusement and Recreation Industries		#REF!	#REF!
1438	487990	"Scenic and Sightseeing Transportation, Other"		#REF!	#REF!
1439	487990	"Scenic and Sightseeing Transportation, Other"		#REF!	#REF!
1440	487990	"Scenic and Sightseeing Transportation, Other"		#REF!	#REF!
1441	481219	Other Nonscheduled Air Transportation		#REF!	#REF!
1442	611512	Flight Training		#REF!	#REF!
1443	487990	"Scenic and Sightseeing Transportation, Other"		#REF!	#REF!
1444	481111	Scheduled Passenger Air Transportation		#REF!	#REF!
1445	481212	Nonscheduled Chartered Freight Air Transportation		#REF!	#REF!
1446	481211	Nonscheduled Chartered Passenger Air Transportation		#REF!	#REF!
1447	221210	Natural Gas Distribution		#REF!	#REF!
1448	454310	Fuel Dealers		#REF!	#REF!
1449	221210	Natural Gas Distribution		#REF!	#REF!
1450	486210	Pipeline Transportation of Natural Gas		#REF!	#REF!
1451	486910	Pipeline Transportation of Refined Petroleum Products		#REF!	#REF!
1452	486110	Pipeline Transportation of Crude Oil		#REF!	#REF!
1453	486990	All Other Pipeline Transportation		#REF!	#REF!
1454	486990	All Other Pipeline Transportation		#REF!	#REF!
1455	221310	Water Supply and Irrigation Systems		#REF!	#REF!
1456	237130	Power and Communication Line and Related Structures Construction		#REF!	#REF!
1457	237130	Power and Communication Line and Related Structures Construction		#REF!	#REF!
1458	237130	Power and Communication Line and Related Structures Construction		#REF!	#REF!
1459	221117	Biomass Electric Power Generation		#REF!	#REF!
1460	221121	Electric Bulk Power Transmission and Control		#REF!	#REF!
1461	221122	Electric Power Distribution		#REF!	#REF!
1462	221118	Other Electric Power Generation		#REF!	#REF!
1463	221112	Fossil Fuel Electric Power Generation		#REF!	#REF!
1464	221116	Geothermal Electric Power Generation		#REF!	#REF!
1465	221116	Geothermal Electric Power Generation		#REF!	#REF!
1466	221111	Hydroelectric Power Generation		#REF!	#REF!
1467	221114	Solar Electric Power Generation		#REF!	#REF!
1468	221330	Steam and Air Conditioning Supply		#REF!	#REF!
1469	221115	Wind Electric Power Generation		#REF!	#REF!
1470	221115	Wind Electric Power Generation		#REF!	#REF!
1471	221118	Other Electric Power Generation		#REF!	#REF!
1472	221320	Sewage Treatment Facilities		#REF!	#REF!
1473	562219	Other Nonhazardous Waste Treatment and Disposal		#REF!	#REF!
1474	562213	Solid Waste Combustors and Incinerators		#REF!	#REF!
1475	562212	Solid Waste Landfill		#REF!	#REF!
1476	519130	Internet Publishing and Broadcasting and Web Search Portals		#REF!	#REF!
1477	237130	Power and Communication Line and Related Structures Construction		#REF!	#REF!
1478	517410	Satellite Telecommunications		#REF!	#REF!
1479	517110	Wired Telecommunications Carriers		#REF!	#REF!
1480	517919	Telecommunications NOC		#REF!	#REF!
1481	517911	Telecommunications Resellers		#REF!	#REF!
1482	237130	Power and Communication Line and Related Structures Construction		#REF!	#REF!
1483	237130	Power and Communication Line and Related Structures Construction		#REF!	#REF!
1484	237130	Power and Communication Line and Related Structures Construction		#REF!	#REF!
1485	237130	Power and Communication Line and Related Structures Construction		#REF!	#REF!
1486	517210	Wireless Telecommunications Carriers (Except Satellite)		#REF!	#REF!
1487	561621	Security Systems Services (Except Locksmiths)		#REF!	#REF!
1488	561790	Other Services to Buildings and Dwellings		#REF!	#REF!
1489	515210	Cable and Other Subscription Programming		#REF!	#REF!
1490	512110	Motion Picture and Video Production		#REF!	#REF!
1491	519110	News Syndicates		#REF!	#REF!
1492	515112	Radio Stations		#REF!	#REF!
1493	515111	Radio Stations		#REF!	#REF!
1494	515120	Television Broadcasting		#REF!	#REF!
1495	621910	Ambulance Services		#REF!	#REF!
1496	621910	Ambulance Services		#REF!	#REF!
1497	115310	Support Activities for Forestry		#REF!	#REF!
1498	922160	Fire Protection		#REF!	#REF!
1499	922160	Fire Protection		#REF!	#REF!
1500	922160	Fire Protection		#REF!	#REF!
1501	922160	Fire Protection		#REF!	#REF!
1502	115310	Support Activities for Forestry		#REF!	#REF!
1503	561621	Security Systems Services (Except Locksmiths)		#REF!	#REF!
1504	561613	Armored Car Services		#REF!	#REF!
1505	561611	Investigation Services		#REF!	#REF!
1506	561612	Security Guards and Patrol Services		#REF!	#REF!
1507	561210	Facilities Support Services		#REF!	#REF!
1508	623990	Other Residential Care Facilities		#REF!	#REF!
1509	922140	Correctional Institutions		#REF!	#REF!
1510	922120	Police Protection		#REF!	#REF!
1511	922120	Police Protection		#REF!	#REF!
1512	561612	Security Guards and Patrol Services		#REF!	#REF!
1513	113110	Timber Tract Operations		#REF!	#REF!
1514	237990	Other Heavy and Civil Engineering Construction		#REF!	#REF!
1515	424930	"Flower, Nursery Stock, and Florists Supplies Merchant Wholesalers"		#REF!	#REF!
1516	453110	Florists		#REF!	#REF!
1517	532111	Passenger Car Rental		#REF!	#REF!
1518	532120	"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing"		#REF!	#REF!
1519	532120	"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing"		#REF!	#REF!
1520	445292	Confectionery and Nut Stores		#REF!	#REF!
1521	445299	All Other Specialty Food Stores		#REF!	#REF!
1522	447110	Gasoline Stations with Convenience Stores		#REF!	#REF!
1523	454390	Other Direct Selling Establishments		#REF!	#REF!
1524	452990	All Other General Merchandise Stores		#REF!	#REF!
1525	722515	Snack and Nonalcoholic Beverage Bars		#REF!	#REF!
1526	445299	All Other Specialty Food Stores		#REF!	#REF!
1527	445120	Convenience Stores		#REF!	#REF!
1528	445299	All Other Specialty Food Stores		#REF!	#REF!
1529	722515	Snack and Nonalcoholic Beverage Bars		#REF!	#REF!
1530	445299	All Other Specialty Food Stores		#REF!	#REF!
1531	445230	Fruit and Vegetable Markets		#REF!	#REF!
1532	445110	Supermarkets and Other Grocery (Except Convenience) Stores		#REF!	#REF!
1533	445299	All Other Specialty Food Stores		#REF!	#REF!
1534	448130	Childrens and Infants Clothing Stores		#REF!	#REF!
1535	448150	Clothing Accessories Stores		#REF!	#REF!
1536	448140	Family Clothing Stores		#REF!	#REF!
1537	448110	Mens Clothing Stores		#REF!	#REF!
1538	451130	"Sewing, Needlewoork, and Piece Goods Stores"		#REF!	#REF!
1539	448140	Family Clothing Stores		#REF!	#REF!
1540	452990	All Other General Merchandise Stores		#REF!	#REF!
1541	448210	Shoe Stores		#REF!	#REF!
1542	452990	All Other General Merchandise Stores		#REF!	#REF!
1543	448120	Womens Clothing Stores		#REF!	#REF!
1544	423730	Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers		#REF!	#REF!
1545	532292	Recreational Goods Rental		#REF!	#REF!
1546	451110	Sporting Goods Stores		#REF!	#REF!
1547	423610	"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers"		#REF!	#REF!
1548	423710	Hardware Merchant Wholesalers		#REF!	#REF!
1549	561621	Security Systems Services (Except Locksmiths)		#REF!	#REF!
1550	423730	Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers		#REF!	#REF!
1551	561622	Locksmiths		#REF!	#REF!
1552	423740	Refrigeration Equipment and Supplies Merchant Wholesalers		#REF!	#REF!
1553	424910	Farm Supplies Merchant Wholesalers		#REF!	#REF!
1554	424910	Farm Supplies Merchant Wholesalers		#REF!	#REF!
1555	423710	Hardware Merchant Wholesalers		#REF!	#REF!
1556	444210	Outdoor Power Equipment Stores		#REF!	#REF!
1557	443142	Electronics Stores		#REF!	#REF!
1558	444130	Hardware Stores		#REF!	#REF!
1559	423860	Transportation Equipment and Supplies (Except Motor Vehicles) Merchant Wholesalers		#REF!	#REF!
1560	423730	Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers		#REF!	#REF!
1561	532310	General Rental Centers		#REF!	#REF!
1562	339910	Jewelry and Silverware Mfg.		#REF!	#REF!
1563	423460	Ophthalmic Goods Merchant Wholesalers		#REF!	#REF!
1564	446130	Optical Goods Stores		#REF!	#REF!
1565	423940	"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers"		#REF!	#REF!
1566	446199	All Other Health and Personal Care Stores		#REF!	#REF!
1567	448310	Jewelry Stores		#REF!	#REF!
1568	561439	Other Business Service Centers (Including Copy Shops)		#REF!	#REF!
1569	561439	Other Business Service Centers (Including Copy Shops)		#REF!	#REF!
1570	713120	Amusement Arcades		#REF!	#REF!
1571	452990	All Other General Merchandise Stores		#REF!	#REF!
1572	453920	Art Dealers		#REF!	#REF!
1573	453920	Art Dealers		#REF!	#REF!
1574	561990	All Other Support Services		#REF!	#REF!
1575	453998	All Other Misc. Store Retailers (Except Tobacco Stores)		#REF!	#REF!
1576	445291	Baked Goods Stores		#REF!	#REF!
1577	532292	Recreational Goods Rental		#REF!	#REF!
1578	445310	"Beer, Wine, and Liquor Stores"		#REF!	#REF!
1579	443142	Electronics Stores		#REF!	#REF!
1580	443142	Electronics Stores		#REF!	#REF!
1581	532310	General Rental Centers		#REF!	#REF!
1582	453220	"Gift, Novelty, and Souvenir Stores"		#REF!	#REF!
1583	812990	All Other Personal Services		#REF!	#REF!
1584	812990	All Other Personal Services		#REF!	#REF!
1585	446120	"Cosmetics, Beauty Supplies, and Perfume Stores"		#REF!	#REF!
1586	453998	All Other Misc. Store Retailers (Except Tobacco Stores)		#REF!	#REF!
1587	561320	Temporary Help Services		#REF!	#REF!
1588	446191	Food (Health) Supplement Stores		#REF!	#REF!
1589	532220	Formal Wear and Costume Rental		#REF!	#REF!
1590	453220	"Gift, Novelty, and Souvenir Stores"		#REF!	#REF!
1591	453220	"Gift, Novelty, and Souvenir Stores"		#REF!	#REF!
1592	532292	Recreational Goods Rental		#REF!	#REF!
1593	811490	Other Personal and Household Goods Repair and Maintenance		#REF!	#REF!
1594	812320	Drycleaning and Laundry Services (Except Coin-Operated)		#REF!	#REF!
1595	451120	"Hobby, Toy, and Game Stores"		#REF!	#REF!
1596	532291	Home Health Equipment Rental		#REF!	#REF!
1597	812310	Coin-Operated Laundries and Drycleaners		#REF!	#REF!
1598	451212	News Dealers and Newsstands		#REF!	#REF!
1599	442299	All Other Home Furnishings Stores		#REF!	#REF!
1600	522298	All Other Nondepository Credit Intermediation		#REF!	#REF!
1601	811430	Footwear and Leather Goods Repair		#REF!	#REF!
1602	811430	Footwear and Leather Goods Repair		#REF!	#REF!
1603	453998	All Other Misc. Store Retailers (Except Tobacco Stores)		#REF!	#REF!
1604	442210	Floor Covering Stores		#REF!	#REF!
1605	443142	Electronics Stores		#REF!	#REF!
1606	444190	Other Building Material Dealers		#REF!	#REF!
1607	453210	Office Supplies and Stationery Stores		#REF!	#REF!
1608	453910	Pet and Pet Supplies Stores		#REF!	#REF!
1609	445310	"Beer, Wine, and Liquor Stores"		#REF!	#REF!
1610	452990	All Other General Merchandise Stores		#REF!	#REF!
1611	442210	Floor Covering Stores		#REF!	#REF!
1612	448320	Luggage and Leather Goods Stores		#REF!	#REF!
1613	444120	Paint and Wallpaper Stores		#REF!	#REF!
1614	453998	All Other Misc. Store Retailers (Except Tobacco Stores)		#REF!	#REF!
1615	452990	All Other General Merchandise Stores		#REF!	#REF!
1616	451110	Sporting Goods Stores		#REF!	#REF!
1617	448190	Other Clothing Stores		#REF!	#REF!
1618	532310	General Rental Centers		#REF!	#REF!
1619	453991	Tobacco Stores		#REF!	#REF!
1620	451120	"Hobby, Toy, and Game Stores"		#REF!	#REF!
1621	453310	Used Merchandise Stores		#REF!	#REF!
1622	452990	All Other General Merchandise Stores		#REF!	#REF!
1623	444120	Paint and Wallpaper Stores		#REF!	#REF!
1624	442291	Window Treatment Stores		#REF!	#REF!
1625	423620	"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers"		#REF!	#REF!
1626	424210	Drugs and Druggists' Sundries Merchant Wholesalers		#REF!	#REF!
1627	425110	Business to Business Electronic Markets		#REF!	#REF!
1628	424690	Other Chemical and Allied Products Merchant Wholesalers		#REF!	#REF!
1629	424450	Confectionery Merchant Wholesalers		#REF!	#REF!
1630	424440	Poultry and Poultry Product Merchant Wholesalers		#REF!	#REF!
1631	423620	"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers"		#REF!	#REF!
1632	454112	Electronic Auctions		#REF!	#REF!
1633	454111	Electronic Shopping		#REF!	#REF!
1634	561910	Packaging and Labeling Services		#REF!	#REF!
1635	423440	Other Commercial Equipment Merchant Wholesalers		#REF!	#REF!
1636	424420	Packaged Frozen Food Merchant Wholesalers		#REF!	#REF!
1637	423220	Home Furnishing Merchant Wholesalers		#REF!	#REF!
1638	423840	Industrial Supplies Merchant Wholesalers		#REF!	#REF!
1639	423450	"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers"		#REF!	#REF!
1640	452990	All Other General Merchandise Stores		#REF!	#REF!
1641	423690	Other Electronic Parts and Equipment Merchant Wholesalers		#REF!	#REF!
1642	423420	Office Equipment Merchant Wholesalers		#REF!	#REF!
1643	561910	Packaging and Labeling Services		#REF!	#REF!
1644	424950	"Paint, Varnish, and Supplies Merchant Wholesalers"		#REF!	#REF!
1645	424130	Industrial and Personal Service Paper Merchant Wholesalers		#REF!	#REF!
1646	423410	Photographic Equipment and Supplies Merchant Wholesalers		#REF!	#REF!
1647	424610	Plastics Materials and Basic Forms and Shapes Merchant Wholesalers		#REF!	#REF!
1648	424110	Printing and Writing Paper Merchant Wholesalers		#REF!	#REF!
1649	423490	Other Professional Equipment and Supplies Merchant Wholesalers		#REF!	#REF!
1650	454113	Mail Order Houses		#REF!	#REF!
1651	424490	Other Grocery and Related Products Merchant Wholesalers		#REF!	#REF!
1652	423690	Other Electronic Parts and Equipment Merchant Wholesalers		#REF!	#REF!
1653	423910	Sporting and Recreational Goods and Supplies Merchant Wholesalers		#REF!	#REF!
1654	424120	Stationery and Office Supplies Merchant Wholesalers		#REF!	#REF!
1655	423430	Computer and Computer Peripheral Equipment And Saftware Merchant Wholesalers		#REF!	#REF!
1656	423610	"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers"		#REF!	#REF!
1657	424820	Wine and Distilled Alcoholic Beverage Merchant Wholesalers		#REF!	#REF!
1658	423390	Other Construction Material Merchant Wholesalers		#REF!	#REF!
1659	424480	Fresh Fruit and Vegetable Merchant Wholesalers		#REF!	#REF!
1660	424410	General Line Grocery Merchant Wholesalers		#REF!	#REF!
1661	424950	"Paint, Varnish, and Supplies Merchant Wholesalers"		#REF!	#REF!
1662	453910	Pet and Pet Supplies Stores		#REF!	#REF!
1663	424480	Fresh Fruit and Vegetable Merchant Wholesalers		#REF!	#REF!
1664	424990	Other Misc. Nondurable Goods Merchant Wholesalers		#REF!	#REF!
1665	424940	Tobacco and Tobacco Product Merchant Wholesalers		#REF!	#REF!
1666	423920	Toy and Hobby Goods and Supplies Merchant Wholesalers		#REF!	#REF!
1667	423990	Other Misc. Durable Goods Merchant Wholesalers		#REF!	#REF!
1668	425120	Wholesale Trade Agents and Brokers		#REF!	#REF!
1669	424460	Fish and Seafood Merchant Wholesalers		#REF!	#REF!
1670	424470	Meat and Meat Product Merchant Wholesalers		#REF!	#REF!
1671	424440	Poultry and Poultry Product Merchant Wholesalers		#REF!	#REF!
1672	493120	Refrigerated Warehousing and Storage		#REF!	#REF!
1673	445220	Fish and Seafood Markets		#REF!	#REF!
1674	445210	Meat Markets		#REF!	#REF!
1675	424320	Mens and Boys Clothing and Furnishings Merchant Wholesalers		#REF!	#REF!
1676	424330	"Womens, Childrens, and Infants Clothing and Accessories Merchant Wholesalers"		#REF!	#REF!
1677	424310	"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers"		#REF!	#REF!
1678	424340	Footwear Merchant Wholesalers		#REF!	#REF!
1679	445110	Supermarkets and Other Grocery (Except Convenience) Stores		#REF!	#REF!
1680	445110	Supermarkets and Other Grocery (Except Convenience) Stores		#REF!	#REF!
1681	452910	Warehouse Clubs and Supercenters		#REF!	#REF!
1682	452111	Department Stores (Except Discount Department Stores)		#REF!	#REF!
1683	452111	Department Stores (Except Discount Department Stores)		#REF!	#REF!
1684	452112	Discount Department Stores		#REF!	#REF!
1685	532210	Consumer Electronics and Appliances Rental		#REF!	#REF!
1686	423210	Furniture Merchant Wholesalers		#REF!	#REF!
1687	532299	All Other Consumer Goods Rental		#REF!	#REF!
1688	442110	Furniture Stores		#REF!	#REF!
1689	423210	Furniture Merchant Wholesalers		#REF!	#REF!
1690	451140	Musical Instrument and Supplies Stores		#REF!	#REF!
1691	442110	Furniture Stores		#REF!	#REF!
1692	442110	Furniture Stores		#REF!	#REF!
1693	443141	Household Appliance Stores		#REF!	#REF!
1694	443141	Household Appliance Stores		#REF!	#REF!
1695	446110	Pharmacies and Drug Stores		#REF!	#REF!
1696	446110	Pharmacies and Drug Stores		#REF!	#REF!
1697	423110	Automobile and Other Motor Vehicle Merchant Wholesalers		#REF!	#REF!
1698	423140	Motor Vehicle Parts (Used) Merchant Wholesalers		#REF!	#REF!
1699	423120	Motor Vehicle Supplies and New Parts Merchant Wholesalers		#REF!	#REF!
1700	441310	Automotive Parts and Accessories Stores		#REF!	#REF!
1701	423130	Tire and Tube Merchant Wholesalers		#REF!	#REF!
1702	454113	Mail Order Houses		#REF!	#REF!
1703	424210	Drugs and Druggists Sundries Merchant Wholesalers		#REF!	#REF!
1704	423320	"Brick, Stone, and Related Construction Material Merchant Wholesalers"		#REF!	#REF!
1705	444190	Other Building Material Dealers		#REF!	#REF!
1706	423390	Other Construction Material Merchant Wholesalers		#REF!	#REF!
1707	444110	Home Centers		#REF!	#REF!
1708	423310	"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers"		#REF!	#REF!
1709	423330	"Roofing, Siding, and Insulation Material Merchant Wholesalers"		#REF!	#REF!
1710	451211	Book Stores		#REF!	#REF!
1711	451140	Musical Instrument and Supplies Stores		#REF!	#REF!
1712	451211	Book Stores		#REF!	#REF!
1713	532230	Video Tape and Disc Rental		#REF!	#REF!
1714	443142	Electronics Stores		#REF!	#REF!
