idnaicsLookup,naicsCode,naicsName
1845,811121,"Automotive Body, Paint, and Interior Repair and Maintenance"
1846,811121,"Automotive Body, Paint, and Interior Repair and Maintenance"
1847,423930,Recyclable Material Merchant Wholesalers
1848,423930,Recyclable Material Merchant Wholesalers
1849,541310,Architectural Services
1850,541330,Engineering Services
1851,541420,Industrial Design Services
1852,213112,Support Activities for Oil and Gas Operations
1853,541370,Surveying and Mapping (Except Geophysical) Services
1854,541430,Graphic Design Services
1855,541340,Drafting Services
1856,541360,Geophysical Surveying and Mapping Services
1857,541360,Geophysical Surveying and Mapping Services
1858,561599,All Other Travel Arrangement and Reservation Services
1859,488320,Marine Cargo Handling
1860,488390,Other Support Activities for Water Transportation
1861,561599,All Other Travel Arrangement and Reservation Services
1862,488320,Marine Cargo Handling
1863,488390,Other Support Activities for Water Transportation
1864,811310,Commercial and Industrial Machinery and Equipment (Except Automotive and Electronic) Repair and Maintenance
1865,561790,Other Services to Buildings and Dwellings
1866,561790,Other Services to Buildings and Dwellings
1867,524291,Claims Adjusting
1868,541370,Surveying and Mapping (Except Geophysical) Services
1869,524210,Insurance Agencies and Brokerages
1870,711212,Racetracks
1871,531390,Other Activities Related to Real Estate
1872,541350,Building Inspection Services
1873,531210,Offices of Real Estate Agents and Brokerages
1874,531320,Offices of Real Estate Appraisers
1875,524210,Insurance Agencies & Brokerages
1876,524298,All Other Insurance Related Activities
1877,524113,Direct Life Insurance Carriers
1878,524126,Direct Property and Casualty Insurance Carriers
1879,525190,Other Insurance Funds
1880,561990,All Other Support Services
1881,561599,All Other Travel Arrangement and Reservation Services
1882,488210,Support Activities for Rail Transportation
1883,488210,Support Activities for Rail Transportation
1884,488210,Support Activities for Rail Transportation
1885,541611,Administrative Management and General Management Consulting Services
1886,711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures"
1887,561440,Collection Agencies
1888,523140,Commodity Contracts Brokerage
1889,523130,Commodity Contracts Dealing
1890,561591,Convention and Visitors Bureaus
1891,561450,Credit Bureaus
1892,541860,Direct Mail Advertising
1893,611710,Educational Support Services
1894,812990,All Other Personal Services
1895,561312,Executive Search Services
1896,523999,Misc. Financial Investment Activities
1897,488510,Freight Transportation Arrangement
1898,523910,Misc. Intermediation
1899,523930,Investment Advice
1900,541618,Other Management Consulting Services
1901,541613,Marketing Consulting Services
1902,541910,Marketing Research and Public Opinion Polling
1903,541830,Media Buying Agencies
1904,541840,Media Representatives
1905,492110,Courier and Express Delivery Services
1906,492210,Local Messengers and Local Delivery
1907,561499,All Other Business Support Services
1908,522310,Mortgage and Nonmortgage Loan Brokers
1909,523920,Portfolio Management
1910,541614,"Process, Physical Distribution, and Logistics Consulting Services"
1911,541990,"All Other Professional, Scientific, and Technical Services"
1912,541820,Public Relations Agencies
1913,541810,Advertising Agencies
1914,561499,All Other Business Support Services
1915,541690,Other Scientific and Technical Consulting Services
1916,523210,Securities and Commodity Exchanges
1917,523120,Securities Brokerage
1918,541930,Translation and Interpretation Services
1919,561510,Travel Agencies
1920,561520,Tour Operators
1921,523991,"Trust, Fiduciary, and Custody Activities"
1922,813410,Civic and Social Organizations
1923,424920,"Book, Periodical, and Newspaper Merchant Wholesalers"
1924,532112,Passenger Car Leasing
1925,441110,New Car Dealers
1926,441222,Boat Dealers
1927,441210,Recreational Vehicle Dealers
1928,453930,Manufactured (Mobile) Home Dealers
1929,441228,"Motorcycle, ATV, and All Other Motor Vehicle Dealers"
1930,441210,Recreational Vehicle Dealers
1931,532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing"
1932,441120,Used Car Dealers
1933,813930,Labor Unions and Similar Labor Organizations
1934,561431,Private Mail Centers
1935,561431,Private Mail Centers
1936,561431,Private Mail Centers
1937,541219,Other Accounting Services
1938,518210,"Data Processing, Hosting, and Related Services"
1939,518210,"Data Processing, Hosting, and Related Services"
1940,541512,Computer Systems Design Services
1941,488210,Support Activities for Rail Transportation
1942,541211,Offices of Certified Public Accountants
1943,561110,Office Administrative Services
1944,541513,Computer Facilities Management Services
1945,541519,Other Computer Related Services
1946,511210,Software Publishers
1947,541512,Computer Systems Design Services
1948,522291,Consumer Lending
1949,551114,"Corporate, Subsidiary, and Regional Managing Offices"
1950,561492,Court Reporting and Stenotype Services
1951,522210,Credit Card Issuing
1952,522130,Credit Unions
1953,522190,Depository Credit Intermediation
1954,524114,Direct Health and Medical Insurance Carriers
1955,524128,"Other Direct Insurance (Except Life, Health, and Medical) Carriers"
1956,524127,Direct Title Insurance Carriers
1957,561320,Temporary Help Services
1958,561320,Temporary Help Services
1959,561320,Temporary Help Services
1960,561320,Temporary Help Services
1961,561311,Employment Placement Agencies
1962,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities"
1963,525990,Other Financial Vehicles
1964,525120,Health and Welfare Funds
1965,522293,International Trade Financing
1966,523110,Investment Banking and Securities Dealing
1967,521110,Monetary Authorities--Central Bank
1968,522292,Real Estate Credit
1969,511110,Newspaper Publishers
1970,519190,All Other Information Services
1971,551111,Offices of Bank Holding Cos.
1972,551112,Offices of Other Holding Cos.
1973,541120,Offices of Notaries
1974,525910,Open-End Investment Funds
1975,541214,Payroll Services
1976,525110,Pension Funds
1977,323111,Commercial Printing (Except Screen and Books)
1978,323111,Commercial Printing (Except Screen and Books)
1979,561330,Professional Employer Organizations
1980,519120,Libraries and Archives
1981,712110,Museums
1982,511130,Book Publishers
1983,511130,Book Publishers
1984,511120,Periodical Publishers
1985,511120,Periodical Publishers
1986,711212,Racetracks
1987,524130,Reinsurance Carriers
1988,522220,Sales Financing
1989,522120,Savings Institutions
1990,522294,Secondary Market Financing
1991,541213,Tax Preparation Services
1992,561422,Telemarketing Bureaus and Other Contact Centers
1993,561421,Telephone Answering Services
1994,524292,Third-Party Administration of Insurance and Pension Funds
1995,711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities"
1996,541191,Title Abstract and Settlement Offices
1997,525920,"Trusts, Estates, and Agency Accounts"
1998,541511,Custom Computer Programming Services
1999,488210,Support Activities for Rail Transportation
2000,488210,Support Activities for Rail Transportation
2001,541110,Offices of Lawyers
2002,541110,Offices of Lawyers
2003,541110,Offices of Lawyers
2004,541110,Offices of Lawyers
2005,541199,All Other Legal Services
2006,623311,Continuing Care Retirement Centers
2007,623311,Continuing Care Retirement Centers
2008,623311,Continuing Care Retirement Centers
2009,623312,Assisted Living Facilities for the Elderly
2010,623110,Nursing Care Facilities (Skilled Nursing Facilities)
2011,623110,Nursing Care Facilities (Skilled Nursing Facilities)
2012,623312,Assisted Living Facilities for the Elderly
2013,623220,Residential Mental Health and Substance Abuse Facilities
2014,623312,Assisted Living Facilities for the Elderly
2015,623110,Nursing Care Facilities (Skilled Nursing Facilities)
2016,623110,Nursing Care Facilities (Skilled Nursing Facilities)
2017,812910,Pet Care (Except Veterinary) Services
2018,541940,Veterinary Services
2019,541940,Veterinary Services
2020,812910,Pet Care (Except Veterinary) Services
2021,812910,Pet Care (Except Veterinary) Services
2022,812910,Pet Care (Except Veterinary) Services
2023,621999,All Other Misc. Ambulatory Health Care Services
2024,621210,Offices of Dentists
2025,621512,Diagnostic Imaging Centers
2026,812191,Diet and Weight Reducing Centers
2027,621410,Family Planning Centers
2028,621493,Freestanding Ambulatory Surgical and Emergency Centers
2029,621493,Freestanding Ambulatory Surgical and Emergency Centers
2030,621491,HMO Medical Centers
2031,621492,Kidney Dialysis Centers
2032,621511,Medical Laboratories
2033,621310,Offices of Chiropractors
2034,621330,Offices of Mental Health Practitioners (Except Physicians)
2035,621399,Offices of All Other Misc. Health Practitioners
2036,621320,Offices of Optometrists
2037,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists"
2038,621111,Offices of Physicians (Except Mental Health Specialists)
2039,621112,"Offices of Physicians, Mental Health Specialists"
2040,621391,Offices of Podiatrists
2041,621420,Outpatient Mental Health and Substance Abuse Centers
2042,621498,All Other Outpatient Care Centers
2043,623220,Residential Mental Health and Substance Abuse Facilities
2044,622210,Psychiatric and Substance Abuse Hospitals
2045,621991,Blood and Organ Banks
2046,621991,Blood and Organ Banks
2047,622110,General Medical and Surgical Hospitals
2048,622210,Psychiatric and Substance Abuse Hospitals
2049,622310,Specialty (Except Psychiatric and Substance Abuse) Hospitals
2050,621610,Home Health Care Services
2051,621610,Home Health Care Services
2052,621610,Home Health Care Services
2053,621610,Home Health Care Services
2054,812990,All Other Personal Services
2055,621610,Home Health Care Services
2056,624221,Temporary Shelters
2057,623990,Other Residential Care Facilities
2058,623990,Other Residential Care Facilities
2059,623210,Residential Intellectual and Developmental Disability Facilities
2060,522110,Commercial Banking
2061,522390,Other Activities Related to Credit Intermediation
2062,624210,Community Food Services
2063,624229,Other Community Housing Services
2064,624230,Emergency and Other Relief Services
2065,813312,"Environment, Conservation, and Wildlife Organizations"
2066,813219,Other Grantmaking and Giving Services
2067,813311,Human Rights Organizations
2068,624310,Vocational Rehabilitation Services
2069,813319,Other Social Advocacy Organizations
2070,624190,Other Individual and Family Services
2071,624190,Other Individual and Family Services
2072,813211,Grantmaking Foundations
2073,611513,Apprenticeship Training
2074,611410,Business and Secretarial Schools
2075,611310,"Colleges, Universities, and Professional Schools"
2076,611420,Computer Training
2077,813110,Religious Organizations
2078,611511,Cosmetology and Barber Schools
2079,611610,Fine Arts Schools
2080,611430,Professional and Management Development Training
2081,813110,Religious Organizations
2082,541720,Research and Development in the Social Sciences and Humanities
2083,611110,Elementary and Secondary Schools
2084,624410,Child Day Care Services
2085,624410,Child Day Care Services
2086,624410,Child Day Care Services
2087,561410,Document Preparation Services
2088,423690,Other Electronic Parts and Equipment Merchant Wholesalers
2089,517110,Wired Telecommunications Carriers
2090,531311,Residential Property Managers
2091,531311,Residential Property Managers
2092,531311,Residential Property Managers
2093,531312,Nonresidential Property Managers
2094,531311,Residential Property Managers
2095,531130,Lessors of Miniwarehouses and Self-Storage Units
2096,531190,Lessors of Other Real Estate Property
2097,561790,Other Services to Buildings and Dwellings
2098,561710,Exterminating and Pest Control Services
2099,561710,Exterminating and Pest Control Services
2100,561790,Other Services to Buildings and Dwellings
2101,561720,Janitorial Services
2102,561720,Janitorial Services
2103,561720,Janitorial Services
2104,812990,All Other Personal Services
2105,561720,Janitorial Services
2106,531190,Lessors of Other Real Estate Property
2107,531190,Lessors of Other Real Estate Property
2108,531190,Lessors of Other Real Estate Property
2109,531110,Lessors of Residential Buildings and Dwellings
2110,531110,Lessors of Residential Buildings and Dwellings
2111,713990,All Other Amusement and Recreation Industries
2112,561790,Other Services to Buildings and Dwellings
2113,531312,Nonresidential Property Managers
2114,531120,Lessors of Nonresidential Buildings (Except Miniwarehouses)
2115,531120,Lessors of Nonresidential Buildings (Except Miniwarehouses)
2116,531120,Lessors of Nonresidential Buildings (Except Miniwarehouses)
2117,721214,Recreational and Vacation Camps (Except Campgrounds)
2118,721211,RV (Recreational Vehicle) Parks and Campgrounds
2119,721214,Recreational and Vacation Camps (Except Campgrounds)
2120,531311,Residential Property Managers
2121,813990,"Other Similar Organizations (Except Business, Professional, Labor, and Political Organizations)"
2122,531130,Lessors of Miniwarehouses and Self-Storage Units
2123,561720,Janitorial Services
2124,531190,Lessors of Other Real Estate Property
2125,531312,Nonresidential Property Managers
2126,721211,RV (Recreational Vehicle) Parks and Campgrounds
2127,713940,Fitness and Recreational Sports Centers
2128,721211,RV (Recreational Vehicle) Parks and Campgrounds
2129,713110,Amusement and Theme Parks
2130,713990,All Other Amusement and Recreation Industries
2131,713990,All Other Amusement and Recreation Industries
2132,712190,Nature Parks and Other Similar Institutions
2133,713990,All Other Amusement and Recreation Industries
2134,711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities"
2135,713990,All Other Amusement and Recreation Industries
2136,611620,Sports and Recreation Instruction
2137,713990,All Other Amusement and Recreation Industries
2138,713940,Fitness and Recreational Sports Centers
2139,712190,Nature Parks and Other Similar Institutions
2140,711212,Racetracks
2141,711212,Racetracks
2142,711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities"
2143,488490,Other Support Activities for Road Transportation
2144,925110,Administration of Housing Programs
2145,622210,Psychiatric and Substance Abuse Hospitals
2146,622210,Psychiatric and Substance Abuse Hospitals
2147,622110,General Medical and Surgical Hospitals
2148,622110,General Medical and Surgical Hospitals
2149,622210,Psychiatric and Substance Abuse Hospitals
2150,721120,Casino Hotels
2151,721191,Bed-and-Breakfast Inns
2152,722310,Food Service Contractors
2153,721214,Recreational and Vacation Camps (Except Campgrounds)
2154,721110,Hotels (Except Casino Hotels) and Motels
2155,721110,Hotels (Except Casino Hotels) and Motels
2156,721110,Hotels (Except Casino Hotels) and Motels
2157,721110,Hotels (Except Casino Hotels) and Motels
2158,721310,Rooming and Boarding Houses
2159,713920,Skiing Facilities
2160,721199,All Other Traveler Accommodations
2161,722310,Food Service Contractors
2162,721110,Hotels (Except Casino Hotels) and Motels
2163,721110,Hotels (Except Casino Hotels) and Motels
2164,713910,Golf Courses and Country Clubs
2165,713910,Golf Courses and Country Clubs
2166,813910,Business Associations
2167,813990,"Other Similar Organizations (Except Business, Professional, Labor, and Political Organizations)"
2168,813410,Civic and Social Organizations
2169,813410,Civic and Social Organizations
2170,813940,Political Organizations
2171,813940,Political Organizations
2172,813910,Business Associations
2173,813910,Business Associations
2174,813920,Professional Organizations
2175,813920,Professional Organizations
2176,813920,Professional Organizations
2177,713290,Other Gambling Industries
2178,713210,Casinos (Except Casino Hotels)
2179,711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities"
2180,711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities"
2181,713990,All Other Amusement and Recreation Industries
2182,713940,Fitness and Recreational Sports Centers
2183,713940,Fitness and Recreational Sports Centers
2184,713990,All Other Amusement and Recreation Industries
2185,713940,Fitness and Recreational Sports Centers
2186,713940,Fitness and Recreational Sports Centers
2187,713940,Fitness and Recreational Sports Centers
2188,812990,All Other Personal Services
2189,713940,Fitness and Recreational Sports Centers
2190,713940,Fitness and Recreational Sports Centers
2191,813410,Civic and Social Organizations
2192,624110,Child and Youth Services
2193,624110,Child and Youth Services
2194,624110,Child and Youth Services
2195,928110,National Security
2196,722320,Caterers
2197,722511,Full-Service Restaurants
2198,722511,Full-Service Restaurants
2199,722511,Full-Service Restaurants
2200,722511,Full-Service Restaurants
2201,722310,Food Service Contractors
2202,722310,Food Service Contractors
2203,722513,Limited-Service Restaurants
2204,722514,"Cafeterias, Grill Buffets, and Buffets"
2205,311812,Commercial Bakeries
2206,722515,Snack and Nonalcoholic Beverage Bars
2207,722330,Mobile Food Services
2208,722513,Limited-Service Restaurants
2209,722410,Drinking Places (Alcoholic Beverages)
2210,722410,Drinking Places (Alcoholic Beverages)
2211,713990,All Other Amusement and Recreation Industries
2212,713990,All Other Amusement and Recreation Industries
2213,722410,Drinking Places (Alcoholic Beverages)
2214,722410,Drinking Places (Alcoholic Beverages)
2215,722410,Drinking Places (Alcoholic Beverages)
2216,722410,Drinking Places (Alcoholic Beverages)
2217,722410,Drinking Places (Alcoholic Beverages)
2218,722410,Drinking Places (Alcoholic Beverages)
2219,927110,Space Research and Technology
2220,713990,All Other Amusement and Recreation Industries
2221,713950,Bowling Centers
2222,713940,Fitness and Recreational Sports Centers
2223,624120,Services for the Elderly and Persons with Disabilities
2224,624120,Services for the Elderly and Persons with Disabilities
2225,611210,Junior Colleges
2226,611310,"Colleges, Universities, and Professional Schools"
2227,611691,Exam Preparation and Tutoring
2228,712120,Historical Sites
2229,611630,Language Schools
2230,712110,Museums
2231,519120,Libraries and Archives
2232,712110,Museums
2233,813110,Religious Organizations
2234,611110,Elementary and Secondary Schools
2235,611699,All Other Misc. Schools and Instruction
2236,611699,All Other Misc. Schools and Instruction
2237,611692,Automobile Driving Schools
2238,611110,Elementary and Secondary Schools
2239,611110,Elementary and Secondary Schools
2240,611110,Elementary and Secondary Schools
2241,611519,Other Technical and Trade Schools
2242,561730,Landscaping Services
2243,713990,All Other Amusement and Recreation Industries
2244,713990,All Other Amusement and Recreation Industries
2245,712130,Zoos and Botanical Gardens
2246,712130,Zoos and Botanical Gardens
2247,711110,Theater Cos. and Dinner Theaters
2248,711110,Theater Cos. and Dinner Theaters
2249,512132,Drive-in Motion Picture Theaters
2250,512131,Motion Picture Theaters (Except Drive-Ins)
2251,512131,Motion Picture Theaters (Except Drive-Ins)
2252,711110,Theater Cos. and Dinner Theaters
2253,711110,Theater Cos. and Dinner Theaters
2254,711510,"Independent Artists, Writers, and Performers (NAICS)"
2255,711120,Dance Cos.
2256,711130,Musical Groups and Artists
2257,711120,Dance Cos.
2258,561790,Other Services to Buildings and Dwellings
2259,561720,Janitorial Services
2260,561790,Other Services to Buildings and Dwellings
2261,813990,"Other Similar Organizations (Except Business, Professional, Labor, and Political Organizations)"
2262,813990,"Other Similar Organizations (Except Business, Professional, Labor, and Political Organizations)"
2263,713990,All Other Amusement and Recreation Industries
2264,713990,All Other Amusement and Recreation Industries
2265,713990,All Other Amusement and Recreation Industries
2266,713990,All Other Amusement and Recreation Industries
2267,713990,All Other Amusement and Recreation Industries
2268,713990,All Other Amusement and Recreation Industries
2269,713990,All Other Amusement and Recreation Industries
2270,711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities"
2271,711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities"
2272,711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities"
2273,711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities"
2274,711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities"
2275,711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities"
2276,711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities"
2277,713990,All Other Amusement and Recreation Industries
2278,713990,All Other Amusement and Recreation Industries
2279,711190,Other Performing Arts Cos.
2280,711190,Other Performing Arts Cos.
2281,812220,Cemeteries and Crematories
2282,812220,Cemeteries and Crematories
2283,812220,Cemeteries and Crematories
2284,812220,Cemeteries and Crematories
2285,561710,Exterminating and Pest Control Services
2286,562998,All Other Misc. Waste Management Services
2287,562991,Septic Tank and Related Services
2288,562998,All Other Misc. Waste Management Services
2289,562998,All Other Misc. Waste Management Services
2290,562111,Solid Waste Collection
2291,562111,Solid Waste Collection
2292,562112,Hazardous Waste Collection
2293,921190,Other General Government Support
2294,921190,Other General Government Support
2295,921190,Other General Government Support
2296,921190,Other General Government Support
2297,921190,Other General Government Support
2298,921190,Other General Government Support
2299,921190,Other General Government Support
2300,921190,Other General Government Support
2301,921190,Other General Government Support
2302,921190,Other General Government Support
2303,921190,Other General Government Support
2304,921190,Other General Government Support
2305,921190,Other General Government Support
2306,921190,Other General Government Support
2307,811420,Reupholstery and Furniture Repair
2308,238320,Painting and Wall Covering Contractors
2309,339950,Sign Mfg.
2310,339950,Sign Mfg.
2311,541890,Other Services Related to Advertising
2312,336211,Motor Vehicle Body Mfg.
2313,238320,Painting and Wall Covering Contractors
2314,238210,Electrical Contractors and Other Wiring Installation Contractors
2315,811213,Communication Equipment Repair and Maintenance
2316,443141,Household Appliance Stores
2317,811219,Other Electronic and Precision Equipment Repair and Maintenance
2318,443141,Household Appliance Stores
2319,811412,Appliance Repair and Maintenance
2320,443141,Household Appliance Stores
2321,541890,Other Services Related to Advertising
2322,238390,Other Building Finishing Contractors
2323,238390,Other Building Finishing Contractors
2324,541410,Interior Design Services
2325,541890,Other Services Related to Advertising
2326,811420,Reupholstery and Furniture Repair
2327,811121,"Automotive Body, Paint, and Interior Repair and Maintenance"
2328,811420,Reupholstery and Furniture Repair
2329,811420,Reupholstery and Furniture Repair
2330,811420,Reupholstery and Furniture Repair
2331,238290,Other Building Equipment Contractors
2332,238990,All Other Specialty Trade Contractors
2333,488390,Other Support Activities for Water Transportation
2334,238290,Other Building Equipment Contractors
2335,238290,Other Building Equipment Contractors
2336,541850,Outdoor Advertising
2337,541870,Advertising Material Distribution Services
2338,541890,Other Services Related to Advertising
2339,541890,Other Services Related to Advertising
2340,812111,Barber Shops
2341,812112,Beauty Salons
2342,812113,Nail Salons
2343,812199,"Barbershop, Beauty Parlor, or Hair Styling Salon"
2344,812199,"Barbershop, Beauty Parlor, or Hair Styling Salon"
2345,812199,"Barbershop, Beauty Parlor, or Hair Styling Salon"
2346,812990,All Other Personal Services
2347,812220,Cemeteries and Crematories
2348,812220,Cemeteries and Crematories
2349,812210,Funeral Homes and Funeral Services
2350,812210,Funeral Homes and Funeral Services
2351,221113,Nuclear Electric Power Generation
2352,221113,Nuclear Electric Power Generation
2353,454390,Other Direct Selling Establishments
2354,454390,Other Direct Selling Establishments
2355,713990,All Other Amusement and Recreation Industries
2356,487210,"Scenic and Sightseeing Transportation, Water"
2357,487210,"Scenic and Sightseeing Transportation, Water"
2358,532292,Recreational Goods Rental
2359,487210,"Scenic and Sightseeing Transportation, Water"
2360,487210,"Scenic and Sightseeing Transportation, Water"
2361,531120,Lessors of Nonresidential Buildings (Except Miniwarehouses)
2362,531120,Lessors of Nonresidential Buildings (Except Miniwarehouses)
2363,531120,Lessors of Nonresidential Buildings (Except Miniwarehouses)
2364,711190,Other Performing Arts Cos.
2365,711190,Other Performing Arts Cos.
2366,711190,Other Performing Arts Cos.
2367,711190,Other Performing Arts Cos.
2368,532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing"
2369,531312,Nonresidential Property Managers
2370,531312,Nonresidential Property Managers
2371,531312,Nonresidential Property Managers
2372,561920,Convention and Trade Show Organizers
2373,561920,Convention and Trade Show Organizers
2374,488490,Other Support Activities for Road Transportation
2375,488490,Other Support Activities for Road Transportation
2376,531110,Lessors of Residential Buildings and Dwellings
2377,531110,Lessors of Residential Buildings and Dwellings
2378,531110,Lessors of Residential Buildings and Dwellings
2379,531110,Lessors of Residential Buildings and Dwellings
2380,561320,Temporary Help Services
2381,531120,Lessors of Nonresidential Buildings (Except Miniwarehouses)
2382,531120,Lessors of Nonresidential Buildings (Except Miniwarehouses)
2383,531120,Lessors of Nonresidential Buildings (Except Miniwarehouses)
2384,531120,Lessors of Nonresidential Buildings (Except Miniwarehouses)
2385,531120,Lessors of Nonresidential Buildings (Except Miniwarehouses)
2386,531120,Lessors of Nonresidential Buildings (Except Miniwarehouses)
2387,713990,All Other Amusement and Recreation Industries
2388,713990,All Other Amusement and Recreation Industries
2389,713990,All Other Amusement and Recreation Industries
2390,711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities"
2391,713990,All Other Amusement and Recreation Industries
2392,713990,All Other Amusement and Recreation Industries
2393,713990,All Other Amusement and Recreation Industries
2394,713990,All Other Amusement and Recreation Industries
2395,531120,Lessors of Nonresidential Buildings (Except Miniwarehouses)
2396,711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities"
2397,711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities"
2398,531120,Lessors of Nonresidential Buildings (Except Miniwarehouses)
2399,531120,Lessors of Nonresidential Buildings (Except Miniwarehouses)
2400,238390,Other Building Finishing Contractors
2401,531110,Lessors of Residential Buildings and Dwellings
2402,531110,Lessors of Residential Buildings and Dwellings
2403,114210,Hunting and Trapping
2404,114210,Hunting and Trapping
2405,425120,Wholesale Trade Agents and Brokers
2406,713990,All Other Amusement and Recreation Industries
2407,713990,All Other Amusement and Recreation Industries
2408,531190,Lessors of Other Real Estate Property
2409,237210,Land Subdivision
2410,339999,All Other Misc. Mfg.
2411,454390,Other Direct Selling Establishments
2412,531120,Lessors of Nonresidential Buildings (Except Miniwarehouses)
2413,531120,Lessors of Nonresidential Buildings (Except Miniwarehouses)
2414,531120,Lessors of Nonresidential Buildings (Except Miniwarehouses)
2415,531120,Lessors of Nonresidential Buildings (Except Miniwarehouses)
2416,236117,New Housing For-Sale Builders
2417,211111,Crude Petroleum and Natural Gas Extraction
2418,713990,All Other Amusement and Recreation Industries
2419,531120,Lessors of Nonresidential Buildings (Except Miniwarehouses)
2420,531190,Lessors of Other Real Estate Property
2421,531190,Lessors of Other Real Estate Property
2422,711219,Other Spectator Sports
2423,531190,Lessors of Other Real Estate Property
2424,711219,Other Spectator Sports
2425,482111,Line-Haul Railroads
2426,532292,Recreational Goods Rental
2427,721310,Rooming and Boarding Houses
2428,721310,Rooming and Boarding Houses
2429,611699,All Other Misc. Schools and Instruction
2430,221320,Sewage Treatment Facilities
2431,531120,Lessors of Nonresidential Buildings (Except Miniwarehouses)
2432,531120,Lessors of Nonresidential Buildings (Except Miniwarehouses)
2433,541890,Other Services Related to Advertising
2434,713990,All Other Amusement and Recreation Industries
2435,531120,Lessors of Nonresidential Buildings (Except Miniwarehouses)
2436,531120,Lessors of Nonresidential Buildings (Except Miniwarehouses)
2437,221114,Solar Electric Power Generation
2438,221114,Solar Electric Power Generation
2439,238990,All Other Specialty Trade Contractors
2440,713990,All Other Amusement and Recreation Industries
2441,925120,Administration of Urban Planning and Community and Rural Development
2442,517919,All Other Telecommunications
2443,531311,Residential Property Managers
2444,531120,Lessors of Nonresidential Buildings (Except Miniwarehouses)
2445,531120,Lessors of Nonresidential Buildings (Except Miniwarehouses)
2446,531120,Lessors of Nonresidential Buildings (Except Miniwarehouses)
2447,531190,Lessors of Other Real Estate Property
2448,531190,Lessors of Other Real Estate Property
2449,924110,Administration of Air and Water Resource and Solid Waste Management Programs
2450,531130,Lessors of Miniwarehouses and Self-Storage Units
2451,531120,Lessors of Nonresidential Buildings (Except Miniwarehouses)
2452,493110,General Warehousing and Storage
2453,493110,General Warehousing and Storage
2454,812310,Coin-Operated Laundries and Drycleaners
2455,488310,Port and Harbor Operations
2456,531120,Lessors of Nonresidential Buildings (Except Miniwarehouses)
2457,488310,Port and Harbor Operations
2458,488310,Port and Harbor Operations
2459,221115,Wind Electric Power Generation
2460,221115,Wind Electric Power Generation
2461,711190,Other Performing Arts Cos.
